A Joint Framework to Privacy-Preserving Edge Intelligence in Vehicular Networks,https://arxiv.org/pdf/2208.12755
"Automatic Mapping of Unstructured <span class=""search-hit mathjax"">Cyber</span> Threat Intelligence: An Experimental Study",https://arxiv.org/pdf/2208.12144
"A Trusted, Verifiable and Differential <span class=""search-hit mathjax"">Cyber</span> Threat Intelligence Sharing Framework using Blockchain",https://arxiv.org/pdf/2208.12031
"""Please help share!"": <span class=""search-hit mathjax"">Security</span> and Privacy Advice on Twitter during the 2022 Russian Invasion of Ukraine",https://arxiv.org/pdf/2208.11581
"<span class=""search-hit mathjax"">Cyber</span>-resilient Automatic Generation Control for Systems of AC Microgrids",https://arxiv.org/pdf/2208.11163
Statistical Methods for Assessing Differences in False Non-Match Rates Across Demographic Groups,https://arxiv.org/pdf/2208.10948
"Machine Learning-Enabled <span class=""search-hit mathjax"">Cyber</span> Attack Prediction and Mitigation for EV Charging Stations",https://arxiv.org/pdf/2208.10644
LogKernel A Threat Hunting Approach Based on Behaviour Provenance Graph and Graph Kernel Clustering,https://arxiv.org/pdf/2208.08820
DF-Captcha: A Deepfake Captcha for Preventing Fake Calls,https://arxiv.org/pdf/2208.08524
"On the Elements of Datasets for <span class=""search-hit mathjax"">Cyber</span> Physical Systems <span class=""search-hit mathjax"">Security</span>",https://arxiv.org/pdf/2208.08255
"Deception for <span class=""search-hit mathjax"">Cyber</span> Defence: Challenges and Opportunities",https://arxiv.org/pdf/2208.07127
Self-Supervised Vision Transformers for Malware Detection,https://arxiv.org/pdf/2208.07049
PRIVEE: A Visual Analytic Workflow for Proactive Privacy Risk Inspection of Open Data,https://arxiv.org/pdf/2208.06481
Testing SOAR Tools in Use,https://arxiv.org/pdf/2208.06075
Explaining Machine Learning DGA Detectors from DNS Traffic Data,https://arxiv.org/pdf/2208.05285
Multi-View Pre-Trained Model for Code Vulnerability Identification,https://arxiv.org/pdf/2208.05227
TokenPatronus: A Decentralized NFT Anti-theft Mechanism,https://arxiv.org/pdf/2208.05168
Online Malware Classification with System-Wide System Calls in Cloud IaaS,https://arxiv.org/pdf/2208.04891
"<span class=""search-hit mathjax"">Cyber</span> Pirates Ahoy! An Analysis of Cybersecurity Challenges in the Shipping Industry",https://arxiv.org/pdf/2208.03607
LCCDE: A Decision-Based Ensemble Framework for Intrusion Detection in The Internet of Vehicles,https://arxiv.org/pdf/2208.03399
Modeling Self-Propagating Malware with Epidemiological Models,https://arxiv.org/pdf/2208.03276
Proceedings 38th International Conference on Logic Programming,https://doi.org/10.4204/EPTCS.364
"SROS2: Usable <span class=""search-hit mathjax"">Cyber</span> <span class=""search-hit mathjax"">Security</span> Tools for ROS 2",https://arxiv.org/pdf/2208.02615
Design Considerations and Architecture for a Resilient Risk based Adaptive Authentication and Authorization (RAD-AA) Framework,https://arxiv.org/pdf/2208.02592
"Deep VULMAN: A Deep Reinforcement Learning-Enabled <span class=""search-hit mathjax"">Cyber</span> Vulnerability Management Framework",https://arxiv.org/pdf/2208.02369
Recognizing and Extracting Cybersecurtity-relevant Entities from Text,https://arxiv.org/pdf/2208.01693
GoodFATR: A Platform for Automated Threat Report Collection and IOC Extraction,https://arxiv.org/pdf/2208.00042
"Will AI Make <span class=""search-hit mathjax"">Cyber</span> Swords or Shields: A few mathematical models of technological progress",https://arxiv.org/pdf/2207.13825
"Railway <span class=""search-hit mathjax"">cyber</span>-<span class=""search-hit mathjax"">security</span> in the era of interconnected systems: a survey",https://arxiv.org/pdf/2207.13412
"Scalable <span class=""search-hit mathjax"">Cyber</span>-Physical Testbed for Cybersecurity Evaluation of Synchrophasors in Power Systems",https://arxiv.org/pdf/2207.12610
"Developing Optimal Causal <span class=""search-hit mathjax"">Cyber</span>-Defence Agents via <span class=""search-hit mathjax"">Cyber</span> <span class=""search-hit mathjax"">Security</span> Simulation",https://arxiv.org/pdf/2207.12355
"<span class=""search-hit mathjax"">Cyber</span>-Resilient Frequency Control of Power Grids with Energy Storage Systems",https://arxiv.org/pdf/2207.12333
Towards an Improved Understanding of Software Vulnerability Assessment Using Data-Driven Approaches,https://arxiv.org/pdf/2207.11708
"Multi-Level Fine-Tuning, Data Augmentation, and Few-Shot Learning for Specialized <span class=""search-hit mathjax"">Cyber</span> Threat Intelligence",https://arxiv.org/pdf/2207.11076
"<span class=""search-hit mathjax"">Secure</span> Lightweight Authentication for Multi User IoT Environment",https://arxiv.org/pdf/2207.10353
Blindfold: Keeping Private Keys in PKIs and CDNs out of Sight,https://arxiv.org/pdf/2207.09335
Smart Contract Assisted Blockchain based PKI System,https://arxiv.org/pdf/2207.09127
Towards Automated Classification of Attackers' TTPs by combining NLP with ML Techniques,https://arxiv.org/pdf/2207.08478
"Mobile <span class=""search-hit mathjax"">Security</span> for the modern CEO: Attacks, Mitigations, and Future Trends",https://arxiv.org/pdf/2207.08105
A Survey of Decision Making in Adversarial Games,https://arxiv.org/pdf/2207.07971
Unsupervised Ensemble Based Deep Learning Approach for Attack Detection in IoT Network,https://arxiv.org/pdf/2207.07903
"A Comprehensive Survey on the <span class=""search-hit mathjax"">Cyber</span>-<span class=""search-hit mathjax"">Security</span> of Smart Grids: <span class=""search-hit mathjax"">Cyber</span>-Attacks, Detection, Countermeasure Techniques, and Future Directions",https://arxiv.org/pdf/2207.07738
"Explainable Intrusion Detection Systems (X-IDS): A Survey of Current Methods, Challenges, and Opportunities",https://arxiv.org/pdf/2207.06236
Abnormality Detection and Localization Schemes using Molecular Communication Systems: A Survey,https://arxiv.org/pdf/2207.06032
Attacking (and defending) the Maritime Radar System,https://arxiv.org/pdf/2207.05623
"Markov Decision Process For Automatic <span class=""search-hit mathjax"">Cyber</span> Defense",https://arxiv.org/pdf/2207.05436
Statistical Detection of Adversarial examples in Blockchain-based Federated Forest In-vehicle Network Intrusion Detection Systems,https://arxiv.org/pdf/2207.04843
PowerDuck: A GOOSE Data Set of Cyberattacks in Substations,https://arxiv.org/pdf/2207.04716
BotNet Intrusion Detection System in Internet of Things with Developed Deep Learning,https://arxiv.org/pdf/2207.04503
"An Overview of <span class=""search-hit mathjax"">Cyber</span> Threats, Attacks, and Countermeasures on the Primary Domains of Smart Cities",https://arxiv.org/pdf/2207.04424
"A Methodology to Support Automatic <span class=""search-hit mathjax"">Cyber</span> Risk Assessment Review",https://arxiv.org/pdf/2207.03269
An Intrusion Detection System based on Deep Belief Networks,https://arxiv.org/pdf/2207.02117
"The Dichotomy of Cloud and IoT: Cloud-Assisted IoT From a <span class=""search-hit mathjax"">Security</span> Perspective",https://arxiv.org/pdf/2207.01590
"Cybersecurity: Past, Present and Future",https://arxiv.org/pdf/2207.01227
"<span class=""search-hit mathjax"">Cyber</span> <span class=""search-hit mathjax"">Security</span> Threat Awareness Framework for High School Students in Qatar",https://arxiv.org/pdf/2207.00820
PhilaeX: Explaining the Failure and Success of AI Models in Malware Detection,https://arxiv.org/pdf/2207.00740
LBDMIDS: LSTM Based Deep Learning Model for Intrusion Detection Systems for IoT Networks,https://arxiv.org/pdf/2207.00424
Efficient Collective Action for Tackling Time-Critical Cybersecurity Threats,https://arxiv.org/pdf/2206.15055
"Current Challenges of <span class=""search-hit mathjax"">Cyber</span> Threat and Vulnerability Identification Using Public Enumerations",https://arxiv.org/pdf/2206.14539
"<span class=""search-hit mathjax"">Cyber</span> Network Resilience against Self-Propagating Malware Attacks",https://arxiv.org/pdf/2206.13594
Active TLS Stack Fingerprinting: Characterizing TLS Server Deployments at Scale,https://arxiv.org/pdf/2206.13230
"Mitigating Load-Altering Attacks Against Power Grids Using <span class=""search-hit mathjax"">Cyber</span>-Resilient Economic Dispatch",https://arxiv.org/pdf/2206.13129
Decentralized Identifier-based Privacy-preserving Authenticated Key Exchange Protocol for Electric Vehicle Charging in Smart Grid,https://arxiv.org/pdf/2206.13055
Crypto Makes AI Evolve,https://arxiv.org/pdf/2206.12669
"NoSQL <span class=""search-hit mathjax"">security</span>: can my data-driven decision-making be affected from outside?",https://arxiv.org/pdf/2206.11787
"MAGIC: A Method for Assessing <span class=""search-hit mathjax"">Cyber</span> Incidents Occurrence",https://arxiv.org/pdf/2206.11586
Identification of Attack Paths Using Kill Chain and Attack Graphs,https://arxiv.org/pdf/2206.10272
A Hierarchical HAZOP-Like Safety Analysis for Learning-Enabled Systems,https://arxiv.org/pdf/2206.10216
Cybersecurity Law: Legal Jurisdiction and Authority,https://arxiv.org/pdf/2206.09465
Efficacy of Asynchronous GPS Spoofing Against High Volume Consumer GNSS Receivers,https://arxiv.org/pdf/2206.09133
"Data <span class=""search-hit mathjax"">security</span> as a top priority in the digital world: preserve data value by being proactive and thinking <span class=""search-hit mathjax"">security</span> first",https://arxiv.org/pdf/2206.06814
"Snakes and Ladder Logic: PLC-VBS, a PLC Control Logic Vulnerability Discovery Tool",https://arxiv.org/pdf/2206.06669
On the impact of dataset size and class imbalance in evaluating machine-learning-based windows malware detection techniques,https://arxiv.org/pdf/2206.06256
Exploration of Enterprise Server Data to Assess Ease of Modeling System Behavior,https://arxiv.org/pdf/2206.05679
"<span class=""search-hit mathjax"">Security</span> of Machine Learning-Based Anomaly Detection in <span class=""search-hit mathjax"">Cyber</span> Physical Systems",https://arxiv.org/pdf/2206.05678
"""You Just Assume It Is In There, I Guess"": UK Families' Application And Knowledge Of Smart Home <span class=""search-hit mathjax"">Cyber</span> <span class=""search-hit mathjax"">Security</span>",https://arxiv.org/pdf/2206.03930
"CPES-QSM: A Quantitative Method Towards the <span class=""search-hit mathjax"">Secure</span> Operation of <span class=""search-hit mathjax"">Cyber</span>-Physical Energy Systems",https://arxiv.org/pdf/2206.03543
Marvolo: Programmatic Data Augmentation for Practical ML-Driven Malware Detection,https://arxiv.org/pdf/2206.03265
"Perspectives of Non-Expert Users on <span class=""search-hit mathjax"">Cyber</span> <span class=""search-hit mathjax"">Security</span> and Privacy: An Analysis of Online Discussions on Twitter",https://arxiv.org/pdf/2206.02156
FadMan: Federated Anomaly Detection across Multiple Attributed Networks,https://arxiv.org/pdf/2205.14196
Machine Learning-based Ransomware Detection Using Low-level Memory Access Patterns Obtained From Live-forensic Hypervisor,https://arxiv.org/pdf/2205.13765
TrustGNN: Graph Neural Network based Trust Evaluation via Learnable Propagative and Composable Nature,https://arxiv.org/pdf/2205.12784
Fast &amp; Furious: Modelling Malware Detection as Evolving Data Streams,https://arxiv.org/pdf/2205.12311
"Efficient and Lightweight In-memory Computing Architecture for Hardware <span class=""search-hit mathjax"">Security</span>",https://arxiv.org/pdf/2205.11895
"Smart Grid: <span class=""search-hit mathjax"">Cyber</span> Attacks, Critical Defense Approaches, and Digital Twin",https://arxiv.org/pdf/2205.11783
CELEST: Federated Learning for Globally Coordinated Threat Detection,https://arxiv.org/pdf/2205.11459
"Distributed Energy Resources Cybersecurity Outlook: Vulnerabilities, Attacks, Impacts, and Mitigations",https://arxiv.org/pdf/2205.11171
"Dockerized Android: a container-based platform to build mobile Android scenarios for <span class=""search-hit mathjax"">Cyber</span> Ranges",https://arxiv.org/pdf/2205.09493
A Boosting Algorithm for Positive-Unlabeled Learning,https://arxiv.org/pdf/2205.09485
"ExploitWP2Docker: a Platform for Automating the Generation of Vulnerable WordPress Environments for <span class=""search-hit mathjax"">Cyber</span> Ranges",https://arxiv.org/pdf/2205.09230
"Monitoring <span class=""search-hit mathjax"">Security</span> of Enterprise Hosts via DNS Data Analysis",https://arxiv.org/pdf/2205.08968
"BlueSky: Activity Control: A Vision for ""Active"" <span class=""search-hit mathjax"">Security</span> Models for Smart Collaborative Systems",https://arxiv.org/pdf/2205.08852
"<span class=""search-hit mathjax"">Cyber</span> Risk Assessment for Capital Management",https://arxiv.org/pdf/2205.08435
"A compartmental model for <span class=""search-hit mathjax"">cyber</span>-epidemics",https://arxiv.org/pdf/2205.08345
Explainable and Optimally Configured Artificial Neural Networks for Attack Detection in Smart Homes,https://arxiv.org/pdf/2205.08043
Btech thesis report on adversarial attack detection and purification of adverserially attacked images,https://arxiv.org/pdf/2205.07859
Mod2Dash: A Framework for Model-Driven Dashboards Generation,https://arxiv.org/pdf/2205.07204
Extensible Machine Learning for Encrypted Network Traffic Application Labeling via Uncertainty Quantification,https://arxiv.org/pdf/2205.05628
A Tale of Two Markets: Investigating the Ransomware Payments Economy,https://arxiv.org/pdf/2205.05028
Reconstruction Enhanced Multi-View Contrastive Learning for Anomaly Detection on Attributed Networks,https://arxiv.org/pdf/2205.04816
"Challenges and Opportunities of Blockchain for <span class=""search-hit mathjax"">Cyber</span> Threat Intelligence Sharing",https://arxiv.org/pdf/2205.03822
I Can Read Your Mind: Control Mechanism Secrecy of Networked Dynamical Systems under Inference Attacks,https://arxiv.org/pdf/2205.03556
Anomaly Detection in Intra-Vehicle Networks,https://arxiv.org/pdf/2205.03537
"Using <span class=""search-hit mathjax"">cyber</span> threat intelligence to support adversary understanding applied to the Russia-Ukraine conflict",https://arxiv.org/pdf/2205.03469
"Zero Day Threat Detection Using Graph and Flow Based <span class=""search-hit mathjax"">Security</span> Telemetry",https://arxiv.org/pdf/2205.02298
TracInAD: Measuring Influence for Anomaly Detection,https://arxiv.org/pdf/2205.01362
HTTPA/2: a Trusted End-to-End Protocol for Web Services,https://arxiv.org/pdf/2205.01052
Attack Detection for Networked Control Systems Using Event-Triggered Dynamic Watermarking,https://arxiv.org/pdf/2205.00625
Adversarial Plannning,https://arxiv.org/pdf/2205.00566
Protecting the Integrity of IoT Sensor Data and Firmware With A Feather-Light Blockchain Infrastructure,https://arxiv.org/pdf/2205.00185
"A Digital Twin Framework for <span class=""search-hit mathjax"">Cyber</span> <span class=""search-hit mathjax"">Security</span> in <span class=""search-hit mathjax"">Cyber</span>-Physical Systems",https://arxiv.org/pdf/2204.13859
An Adversarial Attack Analysis on Malicious Advertisement URL Detection Framework,https://arxiv.org/pdf/2204.13172
Prediction Approach against DDoS Attack based on Machine Learning Multiclassfier,https://arxiv.org/pdf/2204.12855
"Optimal <span class=""search-hit mathjax"">security</span> hardening over a probabilistic attack graph: a case study of an industrial control system using the CySecTool tool",https://arxiv.org/pdf/2204.11707
Hybrid Cloud-Edge Collaborative Data Anomaly Detection in Industrial Sensor Networks,https://arxiv.org/pdf/2204.09942
"Block Hunter: Federated Learning for <span class=""search-hit mathjax"">Cyber</span> Threat Hunting in Blockchain-based IIoT Networks",https://arxiv.org/pdf/2204.09829
"Robustness Testing of Data and Knowledge Driven Anomaly Detection in <span class=""search-hit mathjax"">Cyber</span>-Physical Systems",https://arxiv.org/pdf/2204.09183
STPA-driven Multilevel Runtime Monitoring for In-time Hazard Detection,https://arxiv.org/pdf/2204.08999
Machine Learning Approaches to Automated Mechanism Design for Public Project Problem,https://arxiv.org/pdf/2204.07315
A Natural Language Processing Approach for Instruction Set Architecture Identification,https://arxiv.org/pdf/2204.06624
CRUSH: Contextually Regularized and User anchored Self-supervised Hate speech Detection,https://arxiv.org/pdf/2204.06389
"<span class=""search-hit mathjax"">Secure</span> Formation Control via Edge Computing Enabled by Fully Homomorphic Encryption and Mixed Uniform-Logarithmic Quantization",https://arxiv.org/pdf/2204.06349
CyNER: A Python Library for Cybersecurity Named Entity Recognition,https://arxiv.org/pdf/2204.05754
"Active and Passive Collection of SSH key material for <span class=""search-hit mathjax"">cyber</span> threat intelligence",https://arxiv.org/pdf/2204.04922
"A review of knowledge graph application scenarios in <span class=""search-hit mathjax"">cyber</span> <span class=""search-hit mathjax"">security</span>",https://arxiv.org/pdf/2204.04769
"Adaptable Plug and Play <span class=""search-hit mathjax"">Security</span> Operations Center Leveraging a Novel Programmable Plugin-based Intrusion Detection and Prevention System",https://arxiv.org/pdf/2204.04576
HBFL: A Hierarchical Blockchain-based Federated Learning Framework for a Collaborative IoT Intrusion Detection,https://arxiv.org/pdf/2204.04254
EPASAD: Ellipsoid decision boundary based Process-Aware Stealthy Attack Detector,https://arxiv.org/pdf/2204.04154
"cyberaCTIve: a STIX-based Tool for <span class=""search-hit mathjax"">Cyber</span> Threat Intelligence in Complex Models",https://arxiv.org/pdf/2204.03676
"Machine Learning-Enabled IoT <span class=""search-hit mathjax"">Security</span>: Open Issues and Challenges Under Advanced Persistent Threats",https://arxiv.org/pdf/2204.03433
Control barrier function based attack-recovery with provable guarantees,https://arxiv.org/pdf/2204.03077
Towards Explainable Meta-Learning for DDoS Detection,https://arxiv.org/pdf/2204.02255
"Digital Twin Virtualization with Machine Learning for IoT and Beyond 5G Networks: Research Directions for <span class=""search-hit mathjax"">Security</span> and Optimal Control",https://arxiv.org/pdf/2204.01950
Deep Image: A precious image based deep learning method for online malware detection in IoT Environment,https://arxiv.org/pdf/2204.01690
"Internet-of-Things Architectures for <span class=""search-hit mathjax"">Secure</span> <span class=""search-hit mathjax"">Cyber</span>-Physical Spaces: the VISOR Experience Report",https://arxiv.org/pdf/2204.01531
Towards Web Phishing Detection Limitations and Mitigation,https://arxiv.org/pdf/2204.00985
Ransomware Detection using Process Memory,https://arxiv.org/pdf/2203.16871
"Cyberbullying Indicator as a Precursor to a <span class=""search-hit mathjax"">Cyber</span> Construct Development",https://arxiv.org/pdf/2203.16869
Delays have Dangerous Ends: Slow HTTP/2 DoS attacks into the Wild and their Real-Time Detection using Event Sequence Analysis,https://arxiv.org/pdf/2203.16796
Trojan Horse Training for Breaking Defenses against Backdoor Attacks in Deep Learning,https://arxiv.org/pdf/2203.15506
Process Mining Analysis of Puzzle-Based Cybersecurity Training,https://arxiv.org/pdf/2203.15425
A Systematic Survey of Attack Detection and Prevention in Connected and Autonomous Vehicles,https://arxiv.org/pdf/2203.14965
"Human-centred home network <span class=""search-hit mathjax"">security</span>",https://arxiv.org/pdf/2203.14109
"Preventing Outages under Coordinated <span class=""search-hit mathjax"">Cyber</span>-Physical Attack with <span class=""search-hit mathjax"">Secured</span> PMUs",https://arxiv.org/pdf/2203.13969
A Broad Comparative Evaluation of x86-64 Binary Rewriters,https://arxiv.org/pdf/2203.13231
Automatic User Profiling in Darknet Markets: a Scalability Study,https://arxiv.org/pdf/2203.13179
Millimeter-wave Foresight Sensing for Safety and Resilience in Autonomous Operations,https://arxiv.org/pdf/2203.12987
"Classifying <span class=""search-hit mathjax"">Cyber</span>-Risky Clinical Notes by Employing Natural Language Processing",https://arxiv.org/pdf/2203.12781
"Mitigating Moral Hazard in <span class=""search-hit mathjax"">Cyber</span> Insurance Using Risk Preference Design",https://arxiv.org/pdf/2203.12001
Privacy-Preserving Reinforcement Learning Beyond Expectation,https://arxiv.org/pdf/2203.10165
AdIoTack: Quantifying and Refining Resilience of Decision Tree Ensemble Inference Models against Adversarial Volumetric Attacks on IoT Networks,https://arxiv.org/pdf/2203.09792
"Machine Learning for Encrypted Malicious Traffic Detection: Approaches, Datasets and Comparative Study",https://arxiv.org/pdf/2203.09332
Example-Based Vulnerability Detection and Repair in Java Code,https://arxiv.org/pdf/2203.09009
Understanding motivations and characteristics of financially-motivated cybercriminals,https://arxiv.org/pdf/2203.08642
"Internet-based Social Engineering Attacks, Defenses and Psychology: A Survey",https://arxiv.org/pdf/2203.08302
"SmartValidator: A Framework for Automatic Identification and Classification of <span class=""search-hit mathjax"">Cyber</span> Threat Data",https://arxiv.org/pdf/2203.07603
TSM: Measuring the Enticement of Honeyfiles with Natural Language Processing,https://arxiv.org/pdf/2203.07580
"Communication Layer <span class=""search-hit mathjax"">Security</span> in Smart Farming: A Survey on Wireless Technologies",https://arxiv.org/pdf/2203.06013
"<span class=""search-hit mathjax"">Cyber</span> <span class=""search-hit mathjax"">security</span> and the Leviathan",https://arxiv.org/pdf/2203.05256
"Guidelines for <span class=""search-hit mathjax"">cyber</span> risk management in shipboard operational technology systems",https://arxiv.org/pdf/2203.04072
"Prediction of terrorism pattern accompanied by <span class=""search-hit mathjax"">cyber</span>-terrorism and the development direction of corresponding legal systems",https://arxiv.org/pdf/2203.03620
"How Do Organizations Seek <span class=""search-hit mathjax"">Cyber</span> Assurance? Investigations on the Adoption of the Common Criteria and Beyond",https://arxiv.org/pdf/2203.01526
WEMAC: Women and Emotion Multi-modal Affective Computing dataset,https://arxiv.org/pdf/2203.00456
"Proceedings of the Artificial Intelligence for <span class=""search-hit mathjax"">Cyber</span> <span class=""search-hit mathjax"">Security</span> (AICS) Workshop at AAAI 2022",
Self-Supervised and Interpretable Anomaly Detection using Network Transformers,https://arxiv.org/pdf/2202.12997
"'<span class=""search-hit mathjax"">Cyber</span> <span class=""search-hit mathjax"">security</span> is a dark art': The CISO as soothsayer",https://arxiv.org/pdf/2202.12755
Automatically Mitigating Vulnerabilities in x86 Binary Programs via Partially Recompilable Decompilation,https://arxiv.org/pdf/2202.12336
"Cybersecurity Challenges in the Offshore Oil and Gas Industry: An Industrial <span class=""search-hit mathjax"">Cyber</span>-Physical Systems (ICPS) Perspective",https://arxiv.org/pdf/2202.12179
ML-based Anomaly Detection in Optical Fiber Monitoring,https://arxiv.org/pdf/2202.11756
Anomaly Search over Composite Hypotheses in Hierarchical Statistical Models,https://arxiv.org/pdf/2202.10418
"Improving Radioactive Material Localization by Leveraging <span class=""search-hit mathjax"">Cyber</span>-<span class=""search-hit mathjax"">Security</span> Model Optimizations",https://arxiv.org/pdf/2202.10387
"<span class=""search-hit mathjax"">Cyber</span>-Physical Defense in the Quantum Era",https://arxiv.org/pdf/2202.10354
Poisoning Attacks and Defenses on Artificial Intelligence: A Survey,https://arxiv.org/pdf/2202.10276
"Assessment of <span class=""search-hit mathjax"">Cyber</span>-Physical Intrusion Detection and Classification for Industrial Control Systems",https://arxiv.org/pdf/2202.09352
CGraph: Graph Based Extensible Predictive Domain Threat Intelligence Platform,https://arxiv.org/pdf/2202.07883
PhishChain: A Decentralized and Transparent System to Blacklist Phishing URLs,https://arxiv.org/pdf/2202.07882
Artificial Intelligence-Based Smart Grid Vulnerabilities and Potential Solutions for Fake-Normal Attacks: A Short Review,https://arxiv.org/pdf/2202.07050
AnoMili: Spoofing Prevention and Explainable Anomaly Detection for the 1553 Military Avionic Bus,https://arxiv.org/pdf/2202.06870
"<span class=""search-hit mathjax"">Secure</span>-by-Construction Synthesis of <span class=""search-hit mathjax"">Cyber</span>-Physical Systems",https://arxiv.org/pdf/2202.06677
"Instantaneous and limiting behavior of an n-node blockchain under <span class=""search-hit mathjax"">cyber</span> attacks from a single hacker",https://arxiv.org/pdf/2202.04165
Ontology-based Attack Graph Enrichment,https://arxiv.org/pdf/2202.04016
"Challenges towards Building an effective <span class=""search-hit mathjax"">Cyber</span> <span class=""search-hit mathjax"">Security</span> Operations Centre",https://arxiv.org/pdf/2202.03691
CyberOps: Situational Awareness in Cybersecurity Operations,https://arxiv.org/pdf/2202.03687
Ransomware: Analysing the Impact on Windows Active Directory Domain Services,https://arxiv.org/pdf/2202.03276
Multidimensional Cybersecurity Framework for Strategic Foresight,https://arxiv.org/pdf/2202.02537
GraphEye: A Novel Solution for Detecting Vulnerable Functions Based on Graph Attention Network,https://arxiv.org/pdf/2202.02501
Tracking Discourse Influence in Darknet Forums,https://arxiv.org/pdf/2202.02081
"Predicting <span class=""search-hit mathjax"">Cyber</span>-Attack using <span class=""search-hit mathjax"">Cyber</span> Situational Awareness: The Case of Independent Power Producers (IPPs)",https://arxiv.org/pdf/2202.01778
"Resource Management and <span class=""search-hit mathjax"">Security</span> Scheme of ICPSs and IoT Based on VNE Algorithm",https://arxiv.org/pdf/2202.01375
Discovering Exfiltration Paths Using Reinforcement Learning with Attack Graphs,https://arxiv.org/pdf/2201.12416
Detection of fake faces in videos,https://arxiv.org/pdf/2201.12051
Accountability and Insurance in IoT Supply Chain,https://arxiv.org/pdf/2201.11855
A Transfer Learning and Optimized CNN Based Intrusion Detection System for Internet of Vehicles,https://arxiv.org/pdf/2201.11812
"<span class=""search-hit mathjax"">Cyber</span> Resilience: by Design or by Intervention?",https://arxiv.org/pdf/2201.11152
"Autonomous <span class=""search-hit mathjax"">Cyber</span> Defense Introduces Risk: Can We Manage the Risk?",https://arxiv.org/pdf/2201.11148
"Doers, not Watchers: Intelligent Autonomous Agents are a Path to <span class=""search-hit mathjax"">Cyber</span> Resilience",https://arxiv.org/pdf/2201.11111
Roadmap for Cybersecurity in Autonomous Vehicles,https://arxiv.org/pdf/2201.10349
"Correcting for Reporting Delays in <span class=""search-hit mathjax"">Cyber</span> Incidents",https://arxiv.org/pdf/2201.10348
LCOE-based Pricing for DLT-enabled Local Energy Trading Platforms,https://arxiv.org/pdf/2201.09707
"STRIDE-based <span class=""search-hit mathjax"">Cyber</span> <span class=""search-hit mathjax"">Security</span> Threat Modeling for IoT-enabled Precision Agriculture Systems",https://arxiv.org/pdf/2201.09493
